,country,year,sex,age,suicides_no,population,percentage
6436,Brazil,1998,female,55-74 years,197.0,8252694.0,0.0023870992914556146
6437,Brazil,1998,female,75+ years,55.0,1580747.0,0.0034793676660464954
6438,Brazil,1998,male,15-24 years,1089.0,16881408.0,0.0064508837177562435
6439,Brazil,1998,male,25-34 years,1288.0,13787276.0,0.009341946879136967
6440,Brazil,1998,male,35-54 years,1902.0,18361729.0,0.010358501642192845
6441,Brazil,1998,male,5-14 years,50.0,18105835.0,0.00027615406856408445
6442,Brazil,1998,male,55-74 years,931.0,7040369.0,0.013223738698923309
6443,Brazil,1998,male,75+ years,217.0,968599.0,0.022403492053987253
6444,Brazil,1999,female,15-24 years,281.0,16927682.0,0.0016600028285030403
6445,Brazil,1999,female,25-34 years,259.0,14242229.0,0.0018185355677120484
6446,Brazil,1999,female,35-54 years,426.0,19987055.0,0.0021313795354042904
6447,Brazil,1999,female,5-14 years,37.0,17392648.0,0.00021273356420482956
6448,Brazil,1999,female,55-74 years,188.0,8504649.0,0.0022105556619679426
6449,Brazil,1999,female,75+ years,35.0,1662705.0,0.002105003593541849
6450,Brazil,1999,male,15-24 years,1103.0,17212692.0,0.006408062143911017
6451,Brazil,1999,male,25-34 years,1199.0,13927042.0,0.008609150457074805
6452,Brazil,1999,male,35-54 years,1897.0,18977263.0,0.009996172788457429
6453,Brazil,1999,male,5-14 years,50.0,18012783.0,0.00027758064925336633
6454,Brazil,1999,male,55-74 years,818.0,7252947.0,0.011278174237313468
6455,Brazil,1999,male,75+ years,214.0,1022378.0,0.02093159281596435
6456,Brazil,2000,female,15-24 years,345.0,17175577.0,0.0020086661426279885
6457,Brazil,2000,female,25-34 years,271.0,14403448.0,0.0018814939311753687
6458,Brazil,2000,female,35-54 years,456.0,20645897.0,0.002208671291927883
6459,Brazil,2000,female,5-14 years,43.0,17298023.0,0.0002485833207644596
6460,Brazil,2000,female,55-74 years,220.0,8779652.0,0.0025057940793097493
6461,Brazil,2000,female,75+ years,45.0,1750820.0,0.0025702242377857233
6462,Brazil,2000,male,15-24 years,1037.0,17494250.0,0.005927661946067994
6463,Brazil,2000,male,25-34 years,1200.0,14100257.0,0.008510483177717966
6464,Brazil,2000,male,35-54 years,1989.0,19576126.0,0.010160335093879147
6465,Brazil,2000,male,5-14 years,42.0,17927425.0,0.00023427792892732782
6466,Brazil,2000,male,55-74 years,900.0,7486883.0,0.012021023969521094
6467,Brazil,2000,male,75+ years,215.0,1077633.0,0.01995113364197273
6468,Brazil,2001,female,15-24 years,393.0,17361833.0,0.002263585878288312
6469,Brazil,2001,female,25-34 years,286.0,14578443.0,0.001961800721791758
6470,Brazil,2001,female,35-54 years,578.0,21260886.0,0.0027186073054528397
6471,Brazil,2001,female,5-14 years,53.0,17212816.0,0.0003079101060512121
6472,Brazil,2001,female,55-74 years,206.0,9044684.0,0.0022775809525241567
6473,Brazil,2001,female,75+ years,41.0,1866958.0,0.0021960858251765707
6474,Brazil,2001,male,15-24 years,1262.0,17698960.0,0.007130362461975167
6475,Brazil,2001,male,25-34 years,1398.0,14294493.0,0.009779990098284704
6476,Brazil,2001,male,35-54 years,2227.0,20128463.0,0.011063934687909355
6477,Brazil,2001,male,5-14 years,58.0,17846905.0,0.0003249863211576461
6478,Brazil,2001,male,55-74 years,964.0,7721938.0,0.012483912717247924
6479,Brazil,2001,male,75+ years,244.0,1162417.0,0.020990746005951393
6480,Brazil,2002,female,15-24 years,411.0,17507998.0,0.0023474985546605613
6481,Brazil,2002,female,25-34 years,334.0,14784790.0,0.0022590784177522983
6482,Brazil,2002,female,35-54 years,607.0,21872177.0,0.0027752152883546983
6483,Brazil,2002,female,5-14 years,55.0,17166101.0,0.00032039890712515326
6484,Brazil,2002,female,55-74 years,225.0,9337808.0,0.0024095590742495452
6485,Brazil,2002,female,75+ years,62.0,1988353.0,0.003118158596587226
6486,Brazil,2002,male,15-24 years,1226.0,17863758.0,0.0068630575940404025
6487,Brazil,2002,male,25-34 years,1388.0,14524576.0,0.009556216993873006
6488,Brazil,2002,male,35-54 years,2178.0,20679204.0,0.01053232029627446
6489,Brazil,2002,male,5-14 years,55.0,17806637.0,0.00030887359583957373
6490,Brazil,2002,male,55-74 years,937.0,7980513.0,0.011741099851601019
6491,Brazil,2002,male,75+ years,219.0,1249499.0,0.01752702483155249
6492,Brazil,2003,female,15-24 years,413.0,17607810.0,0.0023455500712467933
6493,Brazil,2003,female,25-34 years,325.0,15019057.0,0.00216391748163683
6494,Brazil,2003,female,35-54 years,559.0,22469397.0,0.0024878282225375254
6495,Brazil,2003,female,5-14 years,45.0,17147509.0,0.0002624287877615344
6496,Brazil,2003,female,55-74 years,212.0,9660156.0,0.002194581536778495
6497,Brazil,2003,female,75+ years,51.0,2111283.0,0.002415592793576228
6498,Brazil,2003,male,15-24 years,1259.0,17983317.0,0.007000933142645487
6499,Brazil,2003,male,25-34 years,1394.0,14785559.0,0.009428118341687318
6500,Brazil,2003,male,35-54 years,2299.0,21219095.0,0.010834580833913981
6501,Brazil,2003,male,5-14 years,60.0,17794355.0,0.00033718558497905656
6502,Brazil,2003,male,55-74 years,1002.0,8263894.0,0.012125034517625711
6503,Brazil,2003,male,75+ years,220.0,1335479.0,0.01647349003615931
6504,Brazil,2004,female,15-24 years,403.0,17657631.0,0.0022822993639407233
6505,Brazil,2004,female,25-34 years,347.0,15276057.0,0.00227152857573129
6506,Brazil,2004,female,35-54 years,606.0,23041317.0,0.002630057995382816
6507,Brazil,2004,female,5-14 years,59.0,17135875.0,0.0003443068999978116
6508,Brazil,2004,female,55-74 years,237.0,10012930.0,0.002366939547165515
6509,Brazil,2004,female,75+ years,51.0,2230220.0,0.0022867699150756426
6510,Brazil,2004,male,15-24 years,1275.0,18054195.0,0.007062070615721165
6511,Brazil,2004,male,25-34 years,1475.0,15070514.0,0.009787323776747098
6512,Brazil,2004,male,35-54 years,2230.0,21738104.0,0.010258484364597758
6513,Brazil,2004,male,5-14 years,48.0,17787328.0,0.0002698550338758019
6514,Brazil,2004,male,55-74 years,994.0,8573117.0,0.01159438276650138
6515,Brazil,2004,male,75+ years,270.0,1415780.0,0.019070759581290876
6516,Brazil,2005,female,15-24 years,405.0,17659079.0,0.002293437840104798
6517,Brazil,2005,female,25-34 years,369.0,15551589.0,0.0023727478909068393
6518,Brazil,2005,female,35-54 years,664.0,23583263.0,0.0028155561001037047
6519,Brazil,2005,female,5-14 years,54.0,17107519.0,0.0003156506796806714
6520,Brazil,2005,female,55-74 years,259.0,10396739.0,0.0024911657395650694
6521,Brazil,2005,female,75+ years,53.0,2343149.0,0.0022619133482335097
6522,Brazil,2005,male,15-24 years,1247.0,18077858.0,0.0068979411166964575
6523,Brazil,2005,male,25-34 years,1464.0,15374079.0,0.009522521641784201
6524,Brazil,2005,male,35-54 years,2490.0,22232378.0,0.011199881542136428
6525,Brazil,2005,male,5-14 years,52.0,17760955.0,0.0002927770494323081
6526,Brazil,2005,male,55-74 years,1175.0,8908847.0,0.013189136596464167
6527,Brazil,2005,male,75+ years,297.0,1488505.0,0.019952905767867762
6528,Brazil,2006,female,15-24 years,387.0,17631557.0,0.002194928105328418
6529,Brazil,2006,female,25-34 years,333.0,15862415.0,0.002099302029356816
6530,Brazil,2006,female,35-54 years,708.0,24105759.0,0.002937057489042349
6531,Brazil,2006,female,5-14 years,61.0,17077355.0,0.00035719817266783996
6532,Brazil,2006,female,55-74 years,265.0,10786642.0,0.0024567423300040922
6533,Brazil,2006,female,75+ years,47.0,2466737.0,0.0019053510771517188
6534,Brazil,2006,male,15-24 years,1293.0,18063460.0,0.007158097064460518
6535,Brazil,2006,male,25-34 years,1537.0,15717099.0,0.009779158354859251
6536,Brazil,2006,male,35-54 years,2536.0,22709135.0,0.011167312185162492
6537,Brazil,2006,male,5-14 years,64.0,17731288.0,0.0003609438863098947
6538,Brazil,2006,male,55-74 years,1112.0,9247477.0,0.01202490149475365
6539,Brazil,2006,male,75+ years,275.0,1575798.0,0.017451475379458535
6540,Brazil,2007,female,15-24 years,379.0,17547530.0,0.0021598481381710135
6541,Brazil,2007,female,25-34 years,392.0,16189977.0,0.0024212511234574328
6542,Brazil,2007,female,35-54 years,723.0,24591528.0,0.0029400369102725132
6543,Brazil,2007,female,5-14 years,51.0,17015233.0,0.00029973142301371956
6544,Brazil,2007,female,55-74 years,275.0,11208413.0,0.0024535141594086516
6545,Brazil,2007,female,75+ years,51.0,2581330.0,0.0019757256917945403
6546,Brazil,2007,male,15-24 years,1267.0,17991928.0,0.007042046855678836
6547,Brazil,2007,male,25-34 years,1609.0,16075775.0,0.010008848718024481
6548,Brazil,2007,male,35-54 years,2516.0,23156759.0,0.010865078312556606
6549,Brazil,2007,male,5-14 years,67.0,17669069.0,0.0003791937198275699
6550,Brazil,2007,male,55-74 years,1220.0,9611434.0,0.012693215185163836
6551,Brazil,2007,male,75+ years,305.0,1654216.0,0.018437737272520637
6552,Brazil,2008,female,15-24 years,398.0,17432076.0,0.0022831474575948385
6553,Brazil,2008,female,25-34 years,365.0,16515414.0,0.0022100566174120735
6554,Brazil,2008,female,35-54 years,745.0,25056164.0,0.0029733202576419917
6555,Brazil,2008,female,5-14 years,49.0,16914401.0,0.00028969397142706975
6556,Brazil,2008,female,55-74 years,309.0,11656750.0,0.002650824629506509
6557,Brazil,2008,female,75+ years,52.0,2693428.0,0.0019306252106980398
6558,Brazil,2008,male,15-24 years,1375.0,17889839.0,0.007685927190289415
6559,Brazil,2008,male,25-34 years,1706.0,16430646.0,0.010383036674273184
6560,Brazil,2008,male,35-54 years,2608.0,23591045.0,0.011055042284053122
6561,Brazil,2008,male,5-14 years,55.0,17566837.0,0.0003130899432834721
6562,Brazil,2008,male,55-74 years,1204.0,9996938.0,0.012043687777197378
6563,Brazil,2008,male,75+ years,318.0,1728094.0,0.018401776755199658
6564,Brazil,2009,female,15-24 years,343.0,17321655.0,0.0019801803003234968
6565,Brazil,2009,female,25-34 years,351.0,16810330.0,0.002088001841724701
6566,Brazil,2009,female,35-54 years,768.0,25523153.0,0.0030090326222626178
6567,Brazil,2009,female,5-14 years,52.0,16772250.0,0.00031003592243139706
6568,Brazil,2009,female,55-74 years,301.0,12124076.0,0.0024826634211134934
6569,Brazil,2009,female,75+ years,58.0,2811556.0,0.0020629146280564926
6570,Brazil,2009,male,15-24 years,1270.0,17794434.0,0.007137063196278117
6571,Brazil,2009,male,25-34 years,1838.0,16753314.0,0.01097096371499991
6572,Brazil,2009,male,35-54 years,2737.0,24035191.0,0.011387469315305213
6573,Brazil,2009,male,5-14 years,62.0,17421892.0,0.00035587409220537013
6574,Brazil,2009,male,55-74 years,1271.0,10398573.0,0.012222830959594169
6575,Brazil,2009,male,75+ years,295.0,1803127.0,0.016360467121838897
6576,Brazil,2010,female,15-24 years,368.0,17237481.0,0.0021348827012485174
6577,Brazil,2010,female,25-34 years,404.0,17054489.0,0.0023688777775751593
6578,Brazil,2010,female,35-54 years,835.0,26004856.0,0.003210938756976774
6579,Brazil,2010,female,5-14 years,48.0,16596829.0,0.00028921187294271697
6580,Brazil,2010,female,55-74 years,339.0,12605588.0,0.002689283514580994
6581,Brazil,2010,female,75+ years,79.0,2940677.0,0.0026864562139942605
6582,Brazil,2010,male,15-24 years,1288.0,17726866.0,0.007265807729352723
6583,Brazil,2010,male,25-34 years,1832.0,17023785.0,0.010761414103855282
6584,Brazil,2010,male,35-54 years,2586.0,24501254.0,0.01055456181957054
6585,Brazil,2010,male,5-14 years,56.0,17242386.0,0.00032478103668483004
6586,Brazil,2010,male,55-74 years,1236.0,10813388.0,0.011430275136710159
6587,Brazil,2010,male,75+ years,358.0,1882113.0,0.019021174605350476
6588,Brazil,2011,female,15-24 years,413.0,17180849.0,0.0024038392980463303
6589,Brazil,2011,female,25-34 years,400.0,17253232.0,0.0023184061977489204
6590,Brazil,2011,female,35-54 years,805.0,26488792.0,0.0030390211829969442
6591,Brazil,2011,female,5-14 years,47.0,16404101.0,0.0002865137199533214
6592,Brazil,2011,female,55-74 years,352.0,13063915.0,0.0026944449653874816
6593,Brazil,2011,female,75+ years,71.0,3110432.0,0.0022826411250913056
6594,Brazil,2011,male,15-24 years,1335.0,17674787.0,0.007553132040572823
6595,Brazil,2011,male,25-34 years,1907.0,17249585.0,0.011055338432779687
6596,Brazil,2011,male,35-54 years,2754.0,24975171.0,0.011026951527178733
6597,Brazil,2011,male,5-14 years,63.0,17044425.0,0.0003696223251884414
6598,Brazil,2011,male,55-74 years,1323.0,11208705.0,0.011803326075581435
6599,Brazil,2011,male,75+ years,352.0,2002447.0,0.01757849271416422
6600,Brazil,2012,female,15-24 years,383.0,17145894.0,0.0022337709541421402
6601,Brazil,2012,female,25-34 years,455.0,17398447.0,0.002615175940703213
6602,Brazil,2012,female,35-54 years,877.0,26979566.0,0.003250608256633928
6603,Brazil,2012,female,5-14 years,41.0,16175024.0,0.00025347721276951425
6604,Brazil,2012,female,55-74 years,418.0,13532752.0,0.003088802632310117
6605,Brazil,2012,female,75+ years,80.0,3285641.0,0.00243483691614513
6606,Brazil,2012,male,15-24 years,1313.0,17644319.0,0.007441488674059906
6607,Brazil,2012,male,25-34 years,1930.0,17418954.0,0.011079884590085031
6608,Brazil,2012,male,35-54 years,2885.0,25463652.0,0.011329875227638205
6609,Brazil,2012,male,5-14 years,79.0,16810876.0,0.0004699338690024244
6610,Brazil,2012,male,55-74 years,1458.0,11612925.0,0.012554976459419137
6611,Brazil,2012,male,75+ years,376.0,2123165.0,0.01770941024366924
6612,Brazil,2013,female,15-24 years,362.0,17123318.0,0.0021140762555481364
6613,Brazil,2013,female,25-34 years,393.0,17492228.0,0.002246712082646076
6614,Brazil,2013,female,35-54 years,897.0,27475364.0,0.003264742916599758
6615,Brazil,2013,female,5-14 years,50.0,15923724.0,0.00031399690172977124
6616,Brazil,2013,female,55-74 years,433.0,14022927.0,0.00308780042854106
6617,Brazil,2013,female,75+ years,88.0,3462431.0,0.002541566893318596
6618,Brazil,2013,male,15-24 years,1317.0,17627508.0,0.007471277278671495
6619,Brazil,2013,male,25-34 years,2004.0,17534209.0,0.011429086992176266
6620,Brazil,2013,male,35-54 years,3053.0,25965164.0,0.011758061686034412
6621,Brazil,2013,male,5-14 years,72.0,16555477.0,0.0004349013924515736
6622,Brazil,2013,male,55-74 years,1474.0,12036068.0,0.012246524363272124
6623,Brazil,2013,male,75+ years,370.0,2240434.0,0.016514657427980473
6624,Brazil,2014,female,15-24 years,371.0,17094729.0,0.0021702596162828905
6625,Brazil,2014,female,25-34 years,457.0,17539955.0,0.002605479888631413
6626,Brazil,2014,female,35-54 years,871.0,27971096.0,0.0031139287498780886
6627,Brazil,2014,female,5-14 years,62.0,15670559.0,0.00039564638376971743
6628,Brazil,2014,female,55-74 years,389.0,14550395.0,0.0026734669402445777
6629,Brazil,2014,female,75+ years,83.0,3634999.0,0.0022833568867556774
6630,Brazil,2014,male,15-24 years,1358.0,17606681.0,0.007712981225706309
6631,Brazil,2014,male,25-34 years,1982.0,17601477.0,0.011260418656911577
6632,Brazil,2014,male,35-54 years,3050.0,26475231.0,0.011520201655653164
6633,Brazil,2014,male,5-14 years,84.0,16299015.0,0.0005153685667508128
6634,Brazil,2014,male,55-74 years,1534.0,12492114.0,0.012279747046816896
6635,Brazil,2014,male,75+ years,390.0,2349303.0,0.016600668368448004
6636,Brazil,2015,female,15-24 years,397.0,17047218.0,0.0023288257356713572
6637,Brazil,2015,female,25-34 years,466.0,17546090.0,0.0026558623602181454
6638,Brazil,2015,female,35-54 years,910.0,28461855.0,0.0031972617385620157
6639,Brazil,2015,female,5-14 years,56.0,15430579.0,0.00036291574023243064
6640,Brazil,2015,female,55-74 years,479.0,15122216.0,0.0031675251828171217
6641,Brazil,2015,female,75+ years,89.0,3802086.0,0.0023408202760274227
6642,Brazil,2015,male,15-24 years,1389.0,17569045.0,0.007905950494178825
6643,Brazil,2015,male,25-34 years,1897.0,17625976.0,0.010762524583035855
6644,Brazil,2015,male,35-54 years,3238.0,26989063.0,0.011997452449534835
6645,Brazil,2015,male,5-14 years,79.0,16057040.0,0.000491996034138297
6646,Brazil,2015,male,55-74 years,1693.0,12987357.0,0.013035754695893862
6647,Brazil,2015,male,75+ years,470.0,2448560.0,0.019194955402358937
20748,Japan,1979,female,15-24 years,767.0,7891900.0,0.00971882563134353
20749,Japan,1979,female,25-34 years,1189.0,9794700.0,0.012139218148590564
20750,Japan,1979,female,35-54 years,2269.0,16431900.0,0.01380850662431003
20751,Japan,1979,female,5-14 years,28.0,9162300.0,0.0003056001222400489
20752,Japan,1979,female,55-74 years,2369.0,9241900.0,0.025633257230656032
20753,Japan,1979,female,75+ years,1331.0,2120600.0,0.06276525511647647
20754,Japan,1979,male,15-24 years,1608.0,8175900.0,0.019667559534730122
20755,Japan,1979,male,25-34 years,2564.0,9863400.0,0.025995092969969786
20756,Japan,1979,male,35-54 years,4938.0,16287500.0,0.03031772831926324
20757,Japan,1979,male,5-14 years,66.0,9636600.0,0.0006848888612166117
20758,Japan,1979,male,55-74 years,2519.0,7276300.0,0.03461924329673048
20759,Japan,1979,male,75+ years,1063.0,1385500.0,0.07672320461927103
20760,Japan,1980,female,15-24 years,646.0,7929400.0,0.008146896360380356
20761,Japan,1980,female,25-34 years,1120.0,9846100.0,0.011375062207371446
20762,Japan,1980,female,35-54 years,2263.0,16495700.0,0.013718726698472935
20763,Japan,1980,female,5-14 years,14.0,9254300.0,0.00015128102611758858
20764,Japan,1980,female,55-74 years,2384.0,9547700.0,0.024969364349529205
20765,Japan,1980,female,75+ years,1332.0,2221300.0,0.05996488542745239
20766,Japan,1980,male,15-24 years,1354.0,8183800.0,0.016544881350961656
20767,Japan,1980,male,25-34 years,2489.0,9967000.0,0.02497240894953346
20768,Japan,1980,male,35-54 years,5044.0,16333800.0,0.030880750345908484
20769,Japan,1980,male,5-14 years,41.0,9737300.0,0.00042106127982089494
20770,Japan,1980,male,55-74 years,2679.0,7518700.0,0.035631159641959384
20771,Japan,1980,male,75+ years,1050.0,1438400.0,0.07299777530589545
20772,Japan,1981,female,15-24 years,495.0,7841100.0,0.006312889773118568
20773,Japan,1981,female,25-34 years,1109.0,9915500.0,0.011184509101911148
20774,Japan,1981,female,35-54 years,2166.0,16494400.0,0.01313172955669803
20775,Japan,1981,female,5-14 years,25.0,9446800.0,0.00026463987805394417
20776,Japan,1981,female,55-74 years,2318.0,9880200.0,0.02346106354122386
20777,Japan,1981,female,75+ years,1264.0,2305700.0,0.05482066183805352
20778,Japan,1981,male,15-24 years,1196.0,8121000.0,0.014727250338628248
20779,Japan,1981,male,25-34 years,2338.0,10038800.0,0.023289636211499383
20780,Japan,1981,male,35-54 years,5198.0,16363000.0,0.03176679093075842
20781,Japan,1981,male,5-14 years,62.0,9946600.0,0.0006233285745883016
20782,Japan,1981,male,55-74 years,2816.0,7833300.0,0.0359490891450602
20783,Japan,1981,male,75+ years,989.0,1488300.0,0.06645165625209971
20784,Japan,1982,female,15-24 years,519.0,7992200.0,0.006493831485698555
20785,Japan,1982,female,25-34 years,1037.0,9517500.0,0.010895718413448911
20786,Japan,1982,female,35-54 years,2273.0,16891300.0,0.013456631520368474
20787,Japan,1982,female,5-14 years,22.0,9393700.0,0.000234199516697361
20788,Japan,1982,female,55-74 years,2273.0,10178300.0,0.02233182358547105
20789,Japan,1982,female,75+ years,1326.0,2437600.0,0.054397768296685266
20790,Japan,1982,male,15-24 years,1202.0,8303200.0,0.014476346468831293
20791,Japan,1982,male,25-34 years,2319.0,9629800.0,0.024081497019668115
20792,Japan,1982,male,35-54 years,5654.0,16791300.0,0.03367219929368185
20793,Japan,1982,male,5-14 years,54.0,9889900.0,0.0005460115875792475
20794,Japan,1982,male,55-74 years,2778.0,8131000.0,0.03416553929405977
20795,Japan,1982,male,75+ years,1078.0,1567100.0,0.06878948375981112
20796,Japan,1983,female,15-24 years,576.0,8060000.0,0.007146401985111662
20797,Japan,1983,female,25-34 years,996.0,9021000.0,0.011040904556035916
20798,Japan,1983,female,35-54 years,2464.0,17253000.0,0.01428157421897641
20799,Japan,1983,female,5-14 years,27.0,9262000.0,0.0002915137119412654
20800,Japan,1983,female,55-74 years,2511.0,10438000.0,0.024056332630772177
20801,Japan,1983,female,75+ years,1516.0,2563000.0,0.059149434256730395
20802,Japan,1983,male,15-24 years,1359.0,8400000.0,0.016178571428571428
20803,Japan,1983,male,25-34 years,2604.0,9130000.0,0.02852135815991238
20804,Japan,1983,male,35-54 years,7695.0,17160000.0,0.04484265734265734
20805,Japan,1983,male,5-14 years,65.0,9748000.0,0.0006668034468608945
20806,Japan,1983,male,55-74 years,3690.0,8397000.0,0.04394426580921758
20807,Japan,1983,male,75+ years,1350.0,1638000.0,0.08241758241758242
20808,Japan,1984,female,15-24 years,519.0,8187000.0,0.006339318431659949
20809,Japan,1984,female,25-34 years,942.0,8603000.0,0.010949668720213879
20810,Japan,1984,female,35-54 years,2491.0,17680000.0,0.014089366515837105
20811,Japan,1984,female,5-14 years,23.0,9136000.0,0.0002517513134851139
20812,Japan,1984,female,55-74 years,2556.0,10728000.0,0.023825503355704696
20813,Japan,1984,female,75+ years,1543.0,2710000.0,0.05693726937269373
20814,Japan,1984,male,15-24 years,1202.0,8552000.0,0.014055191768007482
20815,Japan,1984,male,25-34 years,2264.0,8714000.0,0.02598117971081019
20816,Japan,1984,male,35-54 years,7461.0,17595000.0,0.042404092071611256
20817,Japan,1984,male,5-14 years,44.0,9615000.0,0.0004576183047321893
20818,Japan,1984,male,55-74 years,3819.0,8714000.0,0.04382602708285518
20819,Japan,1984,male,75+ years,1357.0,1716000.0,0.07907925407925408
20820,Japan,1985,female,15-24 years,491.0,8366600.0,0.005868572657949466
20821,Japan,1985,female,25-34 years,817.0,8321600.0,0.009817823495481638
20822,Japan,1985,female,35-54 years,2582.0,17953700.0,0.014381436695500092
20823,Japan,1985,female,5-14 years,26.0,9041200.0,0.00028757244613546873
20824,Japan,1985,female,55-74 years,2543.0,11024900.0,0.023065968852325192
20825,Japan,1985,female,75+ years,1553.0,2862400.0,0.054255170486305196
20826,Japan,1985,male,15-24 years,1139.0,8728500.0,0.01304920662198545
20827,Japan,1985,male,25-34 years,1982.0,8465800.0,0.02341184530699993
20828,Japan,1985,male,35-54 years,6962.0,17833300.0,0.03903932530715011
20829,Japan,1985,male,5-14 years,59.0,9423300.0,0.0006261076268398544
20830,Japan,1985,male,55-74 years,3763.0,8996900.0,0.041825517678311414
20831,Japan,1985,male,75+ years,1340.0,1791000.0,0.07481853713009491
20832,Japan,1986,female,15-24 years,680.0,8548000.0,0.007955077211043519
20833,Japan,1986,female,25-34 years,936.0,8051000.0,0.011625884983231896
20834,Japan,1986,female,35-54 years,2787.0,18183000.0,0.015327503712258704
20835,Japan,1986,female,5-14 years,53.0,8777000.0,0.0006038509741369489
20836,Japan,1986,female,55-74 years,2877.0,11355000.0,0.025336856010568034
20837,Japan,1986,female,75+ years,1801.0,3049000.0,0.05906854706461135
20838,Japan,1986,male,15-24 years,1263.0,8931000.0,0.014141753443063485
20839,Japan,1986,male,25-34 years,2057.0,8197000.0,0.025094546785409295
20840,Japan,1986,male,35-54 years,7298.0,18094000.0,0.04033381231347408
20841,Japan,1986,male,5-14 years,73.0,9231000.0,0.0007908135629942584
20842,Japan,1986,male,55-74 years,4171.0,9374000.0,0.0444954128440367
20843,Japan,1986,male,75+ years,1488.0,1889000.0,0.0787718369507676
20844,Japan,1987,female,15-24 years,569.0,8757000.0,0.006497659015644627
20845,Japan,1987,female,25-34 years,782.0,7874000.0,0.009931419862839727
20846,Japan,1987,female,35-54 years,2496.0,18301000.0,0.013638598983662095
20847,Japan,1987,female,5-14 years,17.0,8523000.0,0.00019946028393758066
20848,Japan,1987,female,55-74 years,2938.0,11656000.0,0.025205902539464652
20849,Japan,1987,female,75+ years,1718.0,3230000.0,0.05318885448916408
20850,Japan,1987,male,15-24 years,1065.0,9167000.0,0.0116177593542053
20851,Japan,1987,male,25-34 years,1904.0,8031000.0,0.02370813099240443
20852,Japan,1987,male,35-54 years,6688.0,18218000.0,0.03671094521901416
20853,Japan,1987,male,5-14 years,52.0,8959000.0,0.0005804219220895189
20854,Japan,1987,male,55-74 years,3988.0,9718000.0,0.04103725046305824
20855,Japan,1987,male,75+ years,1446.0,1982000.0,0.0729566094853683
20856,Japan,1988,female,15-24 years,583.0,8959000.0,0.006507422703426722
20857,Japan,1988,female,25-34 years,721.0,7769000.0,0.009280473677435964
20858,Japan,1988,female,35-54 years,2438.0,18354000.0,0.013283208020050126
20859,Japan,1988,female,5-14 years,30.0,8248000.0,0.00036372453928225026
20860,Japan,1988,female,55-74 years,2853.0,11962000.0,0.023850526667781306
20861,Japan,1988,female,75+ years,1865.0,3398000.0,0.05488522660388464
20862,Japan,1988,male,15-24 years,973.0,9391000.0,0.01036098392077521
20863,Japan,1988,male,25-34 years,1736.0,7938000.0,0.021869488536155203
20864,Japan,1988,male,35-54 years,6087.0,18287000.0,0.03328594083228523
20865,Japan,1988,male,5-14 years,49.0,8669000.0,0.0005652324374206944
20866,Japan,1988,male,55-74 years,3851.0,10062000.0,0.038272709202941756
20867,Japan,1988,male,75+ years,1490.0,2064000.0,0.07218992248062016
20868,Japan,1989,female,15-24 years,479.0,9119000.0,0.005252768943963154
20869,Japan,1989,female,25-34 years,725.0,7749000.0,0.009356045941411794
20870,Japan,1989,female,35-54 years,2306.0,18362000.0,0.012558544820825617
20871,Japan,1989,female,5-14 years,27.0,7980000.0,0.0003383458646616541
20872,Japan,1989,female,55-74 years,2786.0,12244000.0,0.022754001960143745
20873,Japan,1989,female,75+ years,1844.0,3577000.0,0.05155157953592395
20874,Japan,1989,male,15-24 years,928.0,9573000.0,0.009693930847174344
20875,Japan,1989,male,25-34 years,1582.0,7931000.0,0.019947043248014124
20876,Japan,1989,male,35-54 years,5161.0,18310000.0,0.028186783178590934
20877,Japan,1989,male,5-14 years,36.0,8384000.0,0.0004293893129770993
20878,Japan,1989,male,55-74 years,3676.0,10384000.0,0.035400616332819726
20879,Japan,1989,male,75+ years,1463.0,2153000.0,0.06795169530887134
20880,Japan,1990,female,15-24 years,434.0,9143500.0,0.00474654125881774
20881,Japan,1990,female,25-34 years,698.0,7761900.0,0.008992643553769051
20882,Japan,1990,female,35-54 years,2184.0,18325800.0,0.011917624332907703
20883,Japan,1990,female,5-14 years,17.0,7764300.0,0.00021895083909689218
20884,Japan,1990,female,55-74 years,2607.0,12588300.0,0.020709706632349088
20885,Japan,1990,female,75+ years,1814.0,3736000.0,0.04855460385438973
20886,Japan,1990,male,15-24 years,875.0,9545600.0,0.009166526986255447
20887,Japan,1990,male,25-34 years,1462.0,7927600.0,0.018441899187648218
20888,Japan,1990,male,35-54 years,4822.0,18296000.0,0.02635548753825973
20889,Japan,1990,male,5-14 years,30.0,8168200.0,0.00036727798046081144
20890,Japan,1990,male,55-74 years,3654.0,10761800.0,0.033953427865227
20891,Japan,1990,male,75+ years,1405.0,2232400.0,0.06293674968643612
20892,Japan,1991,female,15-24 years,442.0,9337000.0,0.004733854557138267
20893,Japan,1991,female,25-34 years,637.0,7665000.0,0.008310502283105023
20894,Japan,1991,female,35-54 years,2039.0,18245000.0,0.01117566456563442
20895,Japan,1991,female,5-14 years,14.0,7536000.0,0.00018577494692144375
20896,Japan,1991,female,55-74 years,2561.0,12912000.0,0.019834262701363074
20897,Japan,1991,female,75+ years,1687.0,3912000.0,0.04312372188139059
20898,Japan,1991,male,15-24 years,891.0,9770000.0,0.009119754350051176
20899,Japan,1991,male,25-34 years,1419.0,7830000.0,0.018122605363984672
20900,Japan,1991,male,35-54 years,4935.0,18230000.0,0.027070762479429508
